skrim;ширма, загородка;http://contentcdn.lingualeo.com/uploads/picture/3307039.png;skrˈɪm;and to only ever process people through that kind of <b>skrim</b> curtain;http://audiocdn.lingualeo.com/v2/2/6000618-631152000.mp3
husk;шелуха;http://contentcdn.lingualeo.com/uploads/picture/6553.png;hˈʌsk;become husks of themselves, they're shadows of themselves;http://audiocdn.lingualeo.com/v2/2/20338-631152008.mp3
vibrant;динамичный;http://contentcdn.lingualeo.com/uploads/picture/3295717.png;vˈaɪbrənt;are <b>vibrant</b>, funny, passionate, interesting French-Canadian,;http://audiocdn.lingualeo.com/v2/2/44194-631152008.mp3
doubtful;сомневающийся;http://contentcdn.lingualeo.com/uploads/picture/73651.png;dˈaʊːtfʊl;and that seems <b>doubtful</b> --;http://audiocdn.lingualeo.com/v2/2/13170-631152008.mp3
imbibe;впитывать;http://contentcdn.lingualeo.com/uploads/picture/1087353.png;ɪmbˈaɪb;One of them is that if you want to <b>imbibe</b> a culture,;http://audiocdn.lingualeo.com/v2/2/20667-631152008.mp3
flutters;волноваться;http://contentcdn.lingualeo.com/uploads/picture/91506.png;flˈʌtəz;but it tends to be in rather darling, obscure psychological <b>flutters</b>;http://audiocdn.lingualeo.com/v2/2/85814-631152008.mp3
flutter;порхать;http://contentcdn.lingualeo.com/uploads/picture/136489.png;flˈʌtə;but it tends to be in rather darling, obscure psychological flutters;http://audiocdn.lingualeo.com/v2/2/16509-631152008.mp3
gradual;постепенный;http://contentcdn.lingualeo.com/uploads/picture/125418.png;grˈædʒʊəːl;And so <b>gradual</b> consensus is becoming that language can shape thought,;http://audiocdn.lingualeo.com/v2/2/18218-631152008.mp3
fraught;полный;http://contentcdn.lingualeo.com/uploads/picture/116495.png;frˈɔːt;It's a highly <b>fraught</b> concept;http://audiocdn.lingualeo.com/v2/2/16963-631152008.mp3
worldview;мировоззрение;http:;wˈɜːldvju;I presume he has a <b>worldview</b>;http://audiocdn.lingualeo.com/v2/2/109474-631152008.mp3
entice;соблазнять;http://contentcdn.lingualeo.com/uploads/picture/2389085.png;ɪntˈaɪs;That is a marvelously enticing idea,;http://audiocdn.lingualeo.com/v2/2/14469-631152008.mp3
marvelously;чудесно;http://contentcdn.lingualeo.com/uploads/picture/1766851.png;mˈɑːvələsli;That is a <b>marvelously</b> enticing idea,;http://audiocdn.lingualeo.com/v2/2/59514-631152008.mp3
recite;повторять вслух по памяти. цитировать вслух;http://contentcdn.lingualeo.com/uploads/picture/343676.png;rɪsˈaɪt;The reason I'm reciting those things to you;http://audiocdn.lingualeo.com/v2/2/33613-631152008.mp3
handoff;пас;http://contentcdn.lingualeo.com/uploads/picture/2573958.png;hˈændɒf;Definitions of <b>handoff</b>;http://audiocdn.lingualeo.com/v2/2/178122-631152008.mp3
spineless;бесхарактерный;http://contentcdn.lingualeo.com/uploads/picture/2299782.png;spˈaɪnləs;The <b>spineless</b> yucca prefers the brightest unfiltered sunlight, so set it near sunny windows that face west or south.;http://audiocdn.lingualeo.com/v2/2/38378-631152008.mp3
versatile;многосторонний;http://contentcdn.lingualeo.com/uploads/picture/2890067.png;ˈvəːsətʌɪl;Yucca plant, care for this <b>versatile</b> indoor and outdoor plant that is flexible, easy care for and maintain – and being on of the top air cleaning indoor plants is just another benefit.;http://audiocdn.lingualeo.com/v2/2/44121-631152008.mp3
chandelier;люстра;http://contentcdn.lingualeo.com/uploads/picture/3232802.png;ʃændəˈlɪr;Definitions of <b>chandelier</b>;http://audiocdn.lingualeo.com/v2/2/7603-631152008.mp3
Some things are meant to be;некоторым вещам предначертано быть;http://contentcdn.lingualeo.com/uploads/picture/2415966.png;səm θˈɪŋz ə mˈent tə bˈiː;<b>Some things are meant to be</b>;http://audiocdn.lingualeo.com/v2/2/1427060-631152000.mp3
sin;грех;http://contentcdn.lingualeo.com/uploads/picture/3250468.png;sɪn;Would it be a <b>sin</b>;http://audiocdn.lingualeo.com/v2/2/1695672-631152008.mp3
prune;упрощать, зануда, урезать (расходы);http://contentcdn.lingualeo.com/uploads/picture/2997647.png;prun;;http://audiocdn.lingualeo.com/v2/2/32502-631152008.mp3
pruning;обрезка;http://contentcdn.lingualeo.com/uploads/picture/9250.png;prˈuːnɪŋ;Partition <b>pruning</b>.;http://audiocdn.lingualeo.com/v2/2/85197-631152008.mp3
gather;собирать;http://contentcdn.lingualeo.com/uploads/picture/407089.png;ˈgæðər;Definitions of <b>gather</b>;http://audiocdn.lingualeo.com/v2/2/17595-631152008.mp3
scatter;разбрасывать;http://contentcdn.lingualeo.com/uploads/picture/101241.png;skˈætə;Definitions of <b>scatter</b>;http://audiocdn.lingualeo.com/v2/2/35697-631152008.mp3
regurgitate;извергать;http://contentcdn.lingualeo.com/uploads/picture/355273.png;rigˈɜːdʒɪtɛɪːt;;http://audiocdn.lingualeo.com/v2/2/33958-631152008.mp3
